Company_ID,FS year,Cash & Bank,Inventory,Accounts Receivable,Investment,Total Current Assets,Total Assets,Accounts Payable,Short- term loans and finance lease liabilities,Total current Liabilities,Long- term loans and finance lease liabilities,Total Non-Current Assets,Total Liabilities,Capital,Total Equity,Total Liabilities & Equity,Net Revenue,COSG,Gross Profit,Profit from operations,Net profit before tax,Net profit after tax,Tangible Net Worth,Interest expenses
961,2024,"1,330",610,"11,865", -   ,"14,360","14,423","4,206", -   ,"11,356", -   , -   ,"11,356","3,000","3,067","14,423","18,247",-15191.00,"3,056",7,7,6,"3,068",
962,2024,225,326,"5,697", -   ,"6,574","9,843","8,783",148,"35,688",197,197,"35,886","5,000","-26,042","9,843","44,356",-38254.00,"6,103","3,099","2,403","2,403","-26,042",36
963,2024,"44,948","22,327","384,580", -   ,"455,183","459,375","30,251","24,790","60,713", -   , -   ,"60,713","399,000","398,662","459,375","80,188",-72339.00,"7,849",437,370,296,"398,462",
964,2024,"5,967", -   , -   , -   ,"5,967","5,967", -   , -   , -   , -   , -   , -   ,"6,000","5,967","5,967", -   , -   , -   ,-3,-3,-3,"5,967",
965,2024,256,"1,212",135, -   ,"1,780","1,780",143,"1,980","2,348", -   , -   ,"2,348","1,000",-568,"1,780","1,018",-633.00,386,-859,-833,-833,-568,
966,2024,"11,973","12,775","11,076", -   ,"38,120","644,837","1,610","198,020","210,647","383,265","383,265","593,912","343,762","50,925","644,837","83,025",-134132.00,"-51,107","-112,342","-112,263","-112,263","50,594","4,298"
967,2024,"14,709","2,917","15,821", -   ,"34,946","36,897","3,629","2,543","117,168", -   , -   ,"117,168","10,521","-80,271","36,897","52,518",-56190.00,"-3,672","-15,615","-22,407","-22,407","-80,271",23
968,2024,"8,516","7,910","11,907","10,000","38,865","88,635","12,326","19,675","36,370", -   , -   ,"36,370","104,694","52,266","88,635","119,087",-115818.00,"3,269","-12,583","-12,576","-12,576","52,266", -   
969,2024,"10,741","3,107","2,648", -   ,"17,792","21,478","1,826","5,621","26,706","11,580","16,746","43,452","30,503","-21,974","21,478","78,092",-80009.00,"-1,917","-7,772","-7,899","-7,902","-21,974",715
970,2024,"13,974","2,093","5,364", -   ,"21,642","26,296","1,184", -   ,"23,067", -   , -   ,"23,067","4,420","3,229","26,296","62,128",-51238.00,"10,890","2,219",848,399,"3,229",21
971,2024,"26,593","8,146","68,412", -   ,"104,763","149,198", -   ,"79,938","89,326", -   ,"10,777","100,103","55,295","49,095","149,198","82,925",-79118.00,"3,808",141,141,113,"49,095",
972,2024,"2,431","9,357","20,737", -   ,"34,590","98,278","3,218","6,890","90,094","44,791","44,791","134,885","11,327","-36,607","98,278","110,875",-96376.00,"14,499","-3,975","-3,592","-3,592","-36,607",823
973,2024,547,"22,856",588, -   ,"27,812","29,773","73,413", -   ,"79,791","11,575","11,575","91,366","16,379","-61,593","29,773","68,507",-68469.00,37,"-3,602","-3,655","-3,655","-61,876",86
974,2024,"88,414","28,600","14,021", -   ,"135,456","245,570","32,241", -   ,"37,370","89,429","89,429","126,798","169,710","118,772","245,570","257,137",-218123.00,"39,015","29,589","29,968","29,968","118,772", -   
975,2024,"5,724","119,972","107,179", -   ,"232,875","376,037","85,696","40,512","345,945", -   , -   ,"345,945","40,000","30,092","376,037","142,689",-136118.00,"6,571","-2,188","-2,188","-2,188","30,092",
976,2024,"2,142","2,313","2,338", -   ,"6,793","12,291",667,"7,812","8,479", -   , -   ,"8,479","3,000","3,811","12,291","29,368",-24218.00,"5,150",290,-54,-125,"3,811",
977,2024,"74,454","10,534","84,524", -   ,"169,720","261,024","220,046", -   ,"297,184", -   , -   ,"297,184","20,000","-36,159","261,024","479,913",-445850.00,"34,063","1,505","1,506","1,506","-36,216",
978,2024,"7,941", -   ,"1,276", -   ,"9,533","13,743","2,556", -   ,"5,640", -   , -   ,"5,640","4,900","8,103","13,743","87,901",-72699.00,"15,202","5,099","5,099","4,079","8,103",
979,2024,"39,005","1,771",184, -   ,"40,960","43,413","1,395","14,300","35,266", -   , -   ,"35,266","10,000","8,147","43,413","31,526",-25785.00,"5,742",97,8,8,"8,147",
980,2024,"8,452","51,574","10,121","23,160","95,007","114,630","9,169","73,763","86,098", -   , -   ,"86,098","28,000","28,532","114,630","164,170",-153150.00,"11,020",-163,156,103,"28,532",
981,2024,237,"1,963","29,310", -   ,"31,510","33,811","11,003","16,459","27,676", -   , -   ,"27,676","6,000","6,135","33,811","17,018",-16093.00,925,25,25,20,"6,135",
982,2024,"1,077","26,101","2,001", -   ,"29,179","36,420","9,573", -   ,"34,357", -   , -   ,"34,357","4,077","2,064","36,420","55,091",-46950.00,"8,141","-1,137","-1,137","-1,137","2,064",
983,2024,"2,265","6,953","100,098", -   ,"109,738","112,279","21,505","31,435","53,795","54,150","54,150","107,945","5,000","4,334","112,279","157,234",-147514.00,"9,720",539,171,64,"4,334",
984,2024,"4,305","8,591","14,100", -   ,"26,995","27,835","17,482", -   ,"18,487", -   , -   ,"18,487","10,000","9,348","27,835","40,413",-37662.00,"2,751","1,155","1,155",924,"9,348",
985,2024,"1,336","3,972","2,344","1,404","10,708","16,801","4,689","4,325","16,552", -   , -   ,"16,552","5,500",249,"16,801","104,977",-97841.00,"7,136","1,098",0,0,249, -   
986,2024,"55,657","32,725","52,672","32,836","176,051","325,428","7,030", -   ,"60,076", -   , -   ,"60,076","178,300","265,352","325,428","525,486",-367182.00,"158,305","109,519","109,546","87,052","264,862",498
987,2024,438,"3,585","20,405", -   ,"24,428","66,089","3,724", -   ,"12,400", -   ,672,"13,072", -   ,"53,017","66,089","43,584",-37179.00,"6,405","4,026","5,144","3,910","53,017", -   
988,2024,"4,243",576,"6,704", -   ,"16,954","17,244","6,948", -   ,"10,714", -   , -   ,"10,714", -   ,"6,530","17,244","56,501",-45325.00,"11,176","2,779","2,737","2,181","6,530",
989,2024,"7,488",756,"3,460", -   ,"11,705","13,233",655, -   ,"4,558", -   , -   ,"4,558","8,500","8,675","13,233","38,784",-33378.00,"5,406",223,130,104,"8,675",
990,2024,"38,195","5,109","42,546", -   ,"87,615","139,253","2,177", -   ,"82,955", -   , -   ,"82,955","70,000","56,297","139,253","107,314",-100427.00,"6,888","-10,492","-10,709","-10,709","56,297",
991,2024,"3,798","17,077","328,059","195,956","545,010","545,010","7,110","323,798","344,128", -   , -   ,"344,128","200,000","200,882","545,010","426,426",-394267.00,"32,159","5,189","2,223","2,223","200,881",
992,2024,"3,291","71,297","8,117", -   ,"82,768","83,960","4,784",50,"77,251", -   , -   ,"77,251","6,000","6,708","83,959","87,805",-86503.00,"1,302",24,24,19,"6,708",
993,2024,"1,521","3,123","14,008", -   ,"18,652","23,966",387,"1,511","2,510", -   , -   ,"2,510","20,000","21,457","23,966","19,988",-20510.00,-522,"-1,649","-1,649","-1,649","21,457",
994,2024,"1,802","11,242","28,249", -   ,"41,372","49,261","20,708","25,479","64,337","4,344","5,075","69,413","11,411","-20,152","49,261","188,284",-173741.00,"14,543","3,369","3,819","3,819","-20,152","1,365"
995,2024,"21,465","20,834",129,278,"43,397","51,058",800, -   ,"47,854", -   ,"8,085","55,940","47,491","-4,882","51,058","62,994",-63213.00,-220,"-4,874","-4,854","-5,346","-5,291",
996,2024,98,573,"10,002", -   ,"10,673","12,267","4,868", -   ,"7,317", -   , -   ,"7,317","3,000","4,949","12,267","30,360",-24579.00,"5,781",954,904,723,"4,949",
997,2024,268, -   , -   , -   ,268,"4,556", -   , -   , -   , -   , -   , -   ,"8,000","4,556","4,556","5,283",-4933.00,350,-401,-401,-401,"4,556",
998,2024,"223,327","614,156","205,825","79,720","1,168,845","1,608,499","478,610","361,231","971,208","15,729","15,729","986,937","725,008","621,562","1,608,499","3,212,124",-1999897.00,"1,212,228","-265,328","-261,174","-262,116","620,586","25,262"
999,2024,17,49,886, -   ,952,"1,711", -   , -   ,442, -   , -   ,442,"1,000","1,269","1,711","12,089",-11350.00,738,68,36,22,"1,269",
1000,2024,131, -   ,"158,585", -   ,"158,716","158,716","20,875","99,798","120,745", -   , -   ,"120,745","40,000","37,971","158,716","141,343",-140640.00,703,"-2,221","-2,221","-2,243","37,971",
1001,2024,208,"6,393",903, -   ,"7,882","45,955","3,979","40,617","65,472",398,398,"65,870","11,345","-19,915","45,954","123,842",-111567.00,"12,276","-4,400","-4,694","-4,694","-19,915","1,022"
1002,2024,"12,522","29,545","29,890", -   ,"72,144","127,287","23,036", -   ,"25,366", -   , -   ,"25,366","97,239","101,921","127,287","49,330",-37110.00,"12,221","4,814","4,732","3,955","101,921",
1003,2024,"2,605", -   ,"31,431", -   ,"34,456","53,122","1,885", -   ,"11,845", -   ,"31,263","43,107","10,000","10,015","53,122","169,938",-158161.00,"11,777",239,209,161,"-1,476",
1004,2024,"10,798","34,552","15,082", -   ,"60,433","73,097","12,688","4,053","67,421", -   , -   ,"67,421","6,000","5,677","73,097","36,133",-32516.00,"3,617",227,227,182,"5,677",
1005,2024,86,"29,085","47,784", -   ,"88,068","148,411","10,594", -   ,"56,494","8,853","8,853","65,347","115,000","83,064","148,411","11,917",-14009.00,"-2,091","-5,419","-5,436","-5,436","83,064",
1006,2024,"40,088","5,253","10,342", -   ,"55,682","55,797","46,883","5,000","52,373", -   , -   ,"52,373","4,500","3,425","55,797","8,963",-8777.00,185,-443,-447,-447,"3,425",
1007,2024,"17,232","4,934",977, -   ,"24,643","27,467","2,335", -   ,"11,310", -   , -   ,"11,310","20,000","16,157","27,466","60,161",-53543.00,"6,618",142,-187,-187,"16,157",
1008,2024,"12,446","11,167","33,210", -   ,"56,823","58,166",862,"11,500","12,364", -   , -   ,"12,364","48,000","45,801","58,166","57,084",-55638.00,"1,446",153,153,153,"45,801",
1009,2024,"163,931","33,332","311,553", -   ,"523,246","557,543","194,665","65,102","267,403","14,275","14,275","281,678","38,500","275,865","557,543","250,534",-170522.00,"80,012","72,680","72,040","72,040","275,865",
1010,2024,"1,400","2,032",22, -   ,"3,455","7,560",116,"2,863","3,442", -   , -   ,"3,442","6,000","4,118","7,560","26,990",-20970.00,"6,020",-97,-38,-38,"4,118",
1011,2024,"13,695","13,231",285, -   ,"29,746","105,267","4,640", -   ,"39,208", -   , -   ,"39,208","123,659","66,059","105,267","117,971",-99290.00,"18,681","4,791","5,008","5,008","65,790", -   
1012,2024,"25,059","51,629","167,488", -   ,"244,956","401,086","23,608","197,732","277,872","35,691","35,691","313,563","108,000","87,523","401,086","607,580",-453267.00,"154,313","87,341","87,273","87,273","87,430",
1013,2024,131,"36,134","48,156", -   ,"85,836","87,104","37,109","15,800","66,799", -   , -   ,"66,799","20,000","20,304","87,104","439,733",-412140.00,"27,592","10,232",563,450,"20,304",
1014,2024,"2,717","5,754",206, -   ,"11,182","20,607","2,329",195,"12,704","8,560","8,560","21,264","2,000",-657,"20,607","75,929",-69238.00,"6,691",-513,-774,-774,-657,
1015,2024,"10,023", -   ,297, -   ,"10,522","10,977",311, -   ,311, -   , -   ,311,"11,000","10,666","10,977", -   , -   , -   ,-106,-106,-106,"10,666",
1016,2024,"5,939","1,236","13,408", -   ,"20,918","39,855","4,749", -   ,"15,864","7,019","7,112","22,977", -   ,"16,879","39,855","167,539",-158924.00,"8,616","2,784",692,692,"16,879",
1017,2024,"4,762","4,563","5,916", -   ,"15,241","21,875","1,599", -   ,"2,114", -   , -   ,"2,114","19,500","19,761","21,875","54,622",-41793.00,"12,829",66,66,53,"19,761",
1018,2024,"2,368","2,905",206, -   ,"5,479","7,700", -   ,"1,681","1,692", -   , -   ,"1,692","8,000","6,007","7,700","2,125",-1915.00,209,-665,-643,-643,"6,007",
1019,2024,"2,016","4,590","15,170", -   ,"21,775","22,718","10,094","10,754","20,868", -   , -   ,"20,868","1,500","1,850","22,718","44,178",-41269.00,"2,909",277,97,77,"1,850",
1020,2024,"1,131","302,640","109,664", -   ,"432,342","878,898","40,859","200,101","290,820", -   ,"432,793","723,613","190,000","155,285","878,898","552,922",-514106.00,"38,816",459,439,-679,"26,609",
1021,2024,"41,307","1,021","65,072", -   ,"107,400","107,786","77,918","6,000","91,026", -   , -   ,"91,026","18,000","16,760","107,786","95,324",-95608.00,-284,"-1,189","-1,355","-1,355","16,760",
1022,2024,676,"196,727","323,813","1,800","539,758","689,205","113,000","133,524","321,840", -   , -   ,"321,840","206,340","367,365","689,205","851,918",-661826.00,"190,092","59,026","64,567","57,475","366,990","12,509"
1023,2024,"13,093","127,657","204,842", -   ,"345,935","737,060","67,994","112,073","187,867", -   , -   ,"187,867","492,148","549,193","737,060","699,834",-657757.00,"42,077","25,241","23,803","22,602","549,193","4,486"
1024,2024,"1,591","7,814","39,241", -   ,"52,334","75,784","23,854", -   ,"30,452", -   , -   ,"30,452","30,128","45,332","75,784","99,663",-92665.00,"6,999","-1,065",-945,-945,"44,324",
1025,2024,"29,690",370,"4,426", -   ,"34,487","34,487","4,208", -   ,"4,468", -   , -   ,"4,468","30,000","30,019","34,487","25,079",-24093.00,986,85,85,68,"30,019",
1026,2024,"14,730","8,402","13,549", -   ,"37,781","39,348","2,807","23,197","26,125", -   , -   ,"26,125","9,000","13,223","39,348","70,104",-62396.00,"7,708",686,712,482,"13,223",
1027,2024,686,"9,963","31,747", -   ,"45,509","46,284",779,"27,700","33,484", -   , -   ,"33,484","12,000","12,800","46,283","56,721",-49444.00,"7,277",123,123,98,"12,800",
1028,2024,622,"1,650","154,943",200,"166,650","291,567","1,373","155,316","181,053", -   , -   ,"181,053","50,000","110,515","291,567","44,779",-39133.00,"5,646",142,47,47,"110,514",
1029,2024,"6,943",730,"1,791", -   ,"11,207","13,109",449,"1,482","5,785", -   , -   ,"5,785","6,300","7,324","13,109","35,825",-29445.00,"6,380",100,83,53,"6,738",
1030,2024,"7,314","14,033","38,483", -   ,"70,085","97,287","17,404","22,303","66,023", -   , -   ,"66,023","20,000","31,263","97,287","244,559",-221885.00,"22,674","10,501","10,530","8,412","31,263",984
1031,2024,"1,073",703,425, -   ,"2,201","2,300", -   , -   , -   , -   , -   , -   ,"10,000","2,300","2,300", -   , -   , -   ,-5,-5,-5,"2,300",
1032,2024,300,"15,929","1,611", -   ,"17,936","18,501","7,855", -   ,"8,167", -   , -   ,"8,167","10,000","10,335","18,502","26,486",-20611.00,"5,876",548,127,17,"10,334",
1033,2024,"2,607", -   ,"4,815", -   ,"8,541","8,857",149, -   ,"7,170","2,500","2,500","9,670","1,900",-813,"8,858","33,929",-26890.00,"7,039",364,363,363,-813,
1034,2024,622,18,"2,087", -   ,"2,727","2,945",279, -   ,"5,404", -   , -   ,"5,404","1,800","-2,458","2,945","4,717",-4049.00,668,3,21,17,"-2,458",
1035,2024,"4,936","3,079",753, -   ,"10,414","10,510",253, -   ,"3,072", -   ,"5,141","8,213","1,000","2,297","10,510","33,682",-28963.00,"4,719","3,274","3,270","2,933","2,297",
1036,2024,"12,999","8,604","16,737", -   ,"38,340","38,715","24,599", -   ,"37,202", -   , -   ,"37,202","1,600","1,514","38,715","61,028",-40318.00,"20,710",50,-21,-61,"1,514",
1037,2024,"7,631",615,"1,586", -   ,"9,833","12,412",337,"14,085","16,141", -   , -   ,"16,141","2,000","-3,730","12,412","16,816",-15585.00,"1,231","-1,535","-1,571","-1,621","-3,730",
1038,2024,"10,852","14,799","93,706", -   ,"119,453","170,555","1,903", -   ,"55,460", -   , -   ,"55,460","21,000","115,094","170,555","191,418",-164858.00,"26,560","8,355","8,366","6,478","113,325",
1039,2024,"13,906","4,876",468, -   ,"24,119","24,703","5,760","17,236","29,660", -   , -   ,"29,660","22,000","-4,957","24,703","47,383",-38091.00,"9,292","-3,810","-3,959","-3,959","-4,957",
1040,2024,"4,114",55,"2,598", -   ,"6,767","6,855",206, -   ,418, -   , -   ,418,"5,000","6,436","6,855","17,081",-13856.00,"3,225",27,4,-3,"6,436",
1041,2024,"4,518","8,285","3,502", -   ,"23,630","30,612","2,991", -   ,"51,773","2,458","2,458","54,232","17,646","-23,620","30,612","116,346",-114464.00,"1,882","-3,786","-3,793","-4,929","-23,620",
1042,2024,"24,560","3,075",449, -   ,"32,472","37,228","4,319", -   ,"19,263", -   , -   ,"19,263","8,346","17,965","37,228","186,145",-163323.00,"22,822","6,021","5,963","4,715","17,965", -   
1043,2024,"12,014","34,637","56,507", -   ,"107,074","157,503","38,882","8,946","75,036", -   , -   ,"75,036","35,000","82,467","157,503","313,087",-269776.00,"43,311","13,841","15,259","12,324","82,467",772
1044,2024,"7,924","16,727","45,603", -   ,"70,624","89,248",865, -   ,"9,334", -   , -   ,"9,334","54,834","79,915","89,248","72,238",-65126.00,"7,112","-2,476","-2,180","-2,180","79,915", -   
1045,2024,"3,444",202,"4,987", -   ,"8,633","9,156",633, -   ,701, -   , -   ,701,"9,000","8,455","9,156","14,089",-12982.00,"1,107",47,47,38,"8,455",
1046,2024,"1,800", -   , -   , -   ,"1,800","1,800", -   , -   , -   , -   , -   , -   ,"1,800","1,800","1,800","24,990",-23749.00,"1,241",258,258,258,"1,800",
1047,2024,"2,017",202,"2,136", -   ,"4,354","12,169",696,619,"1,318", -   , -   ,"1,318","9,000","10,852","12,169","22,064",-19907.00,"2,157",233,176,130,"10,852",
1048,2024,"1,309", -   ,"6,682", -   ,"7,991","8,736", -   ,"2,456","4,799", -   , -   ,"4,799","1,000","3,937","8,736","13,140",-11997.00,"1,143",517,505,404,"3,937",
1049,2024,648,"72,670","45,006", -   ,"131,173","206,696","94,897","65,049","191,959","98,745","99,561","291,520","42,000","-84,824","206,696","291,238",-261914.00,"29,324",-307,"7,076","7,076","-85,036",
1050,2024,"6,482","2,903","1,571", -   ,"11,010","11,056","7,144", -   ,"7,144", -   , -   ,"7,144","1,000","3,913","11,056","12,852",-12324.00,529,98,98,98,"3,913",
1051,2024,"14,654","151,937","19,956",300,"199,375","227,571","107,258","2,772","171,947","10,487","11,538","183,484","38,236","44,087","227,571","398,126",-366434.00,"31,693","8,171","7,984","6,349","42,892", -   
1052,2024,"4,011","11,370","76,882", -   ,"98,178","200,967","5,080","104,006","121,428", -   ,"12,223","133,651","20,000","67,316","200,967","60,648",-44816.00,"15,832","7,373","7,095","7,095","67,316",
1053,2024,"2,540","15,317","76,198", -   ,"94,132","94,132","10,935","62,700","73,659", -   , -   ,"73,659","20,000","20,473","94,132","262,302",-259980.00,"2,322",119,119,96,"20,473",
1054,2024,"3,896","12,074","28,882", -   ,"49,806","161,995","11,668", -   ,"25,951","7,200","7,200","33,151","134,554","128,844","161,995","248,442",-221086.00,"27,357","14,381","14,562","14,562","128,721",462
1055,2024,"1,831","32,437","91,043", -   ,"125,311","128,145","29,608","58,995","129,118", -   , -   ,"129,118","6,000",-973,"128,145","72,865",-72252.00,613,"-3,716","-3,718","-3,718",-973,
1056,2024,"5,636","23,920","16,003", -   ,"45,558","50,417","2,645",74,"25,508", -   , -   ,"25,508","25,000","24,909","50,417","43,621",-44220.00,-599,"-1,091",231,185,"24,909",
1057,2024,"5,533","8,377","1,104", -   ,"17,723","29,679","12,281","12,620","40,917","7,665","7,665","48,582","16,042","-18,904","29,679","102,064",-93728.00,"8,336",-235,-389,-389,"-18,904","1,000"
